Blog	help	cup	world	along	finally	enjoy	hour	myself	blog	does	couple	oil	weekend	rest	almost	later	least	its	kind	during	large	read	sugar	already	yet	hand	bowl	doesn	told	salt	black	butter	free	mix	comes	bad	three	using	garlic	bring	chocolate	school	probably	anything	show	tell	yes	trying	hope	mom	turn	instead	less	saw	light	remember	taste	pepper	cooked	heat	lots	brown	weeks	store	bread	lunch	able	eating	picture	milk	ingredients	between	sunday	maybe	might	tried	pan	idea	low	leave	won	head	far	trip	nothing	kitchen	onion	perfect	oh	coming	asked	call	rice	working	dish	saturday	share	usually	warm	taking	gave	cake	oven	stir	needed	soon	check	cold	point	wonderful	must	beautiful	ice	ground	baby	egg	stop	wasn	open	friday	looked	live	breakfast	meat	watch	real	loved	believe	turned	th	serve	outside	often	soup	second	birthday	stuff	eggs	simple	bought	early	under	table	salad	chopped	pictures	yesterday	name	several	book	buy	baking	visit	party	someone	amp	delicious	meal	especially	summer	past	potatoes	cover	cups	dry	flour	couldn	wait	season	isn	line	man	guess	pieces	extra	play	looks	bake	minute	short	front	else	mixture	sometimes	either	knew	late	however	special	walk	person	bed	medium	fact	goes	juice	month	change	tomatoes	recipes	powder	amazing	felt	run	list	thinking	beans	tomato	mind	seen	inside	mean	brought	bag	four	fine	pot	clean	months	stay	seems	haven	added	taken	size	bottom	spent	completely	evening	plus	close	leaves	dad	huge	quick	above	onions	pick	ones	heart	feeling	gone	lemon	girl	anyone	watching	christmas	pour	car	means	fish	job	children	enjoyed	although	face	anyway	c	afternoon	break	middle	gets	chips	piece	busy	mother	olive	care	order	reading	corn	paper	area	playing	sliced	living	tsp	worth	coffee	excited	story	mine	potato	please	worked	super	soft	thank	local	fall	thanks	tomorrow	baked	beef	fried	box	case	pasta	group	game	husband	hands	monday	across	vanilla	spread	ate	sit	plan	roll	stick	sister	parents	finished	apple	slightly	quickly	rather	photo	tonight	hit	town	near	center	talking	vegetables	others	golden	experience	serving	remove	spring	reason	wine	heard	drink	dark	shopping	oz	interesting	fruit	served	blue	cookies	plate	dried	cute	talk	city	sitting	running	longer	sprinkle	style	spend	ended	covered	given	young	kept	aside	dessert	lost	weather	fat	etc	restaurant	picked	lovely	onto	degrees	dough	ok	amount	ask	crazy	says	x	whatever	com	prepared	money	met	starting	forward	works	five	road	god	inch	takes	filled	definitely	become	note	waiting	orange	loves	slices	pork	boil	per	pie	healthy	cinnamon	choice	door	wouldn	hear	thick	vegetable	behind	wednesday	awesome	wish	non	mixed	important	moment	seeing	simply	thursday	tea	slice	chili	photos	needs	except	smooth	deep	beat	words	roasted	boy	walking	walked	garden	ginger	recently	below	wrong	filling	teaspoon	country	pizza	frozen	seem	glass	main	girls	air	sun	flavor	move	music	drive	saying	bacon	coconut	e	sleep	park	melted	liked	dishes	lives	round	number	hold	vinegar	movie	usual	played	fast	learned	remaining	true	diced	combine	st	church	honey	woman	funny	daughter	form	market	phone	entire	color	child	mushrooms	thin	watched	homemade	word	miss	fridge	yellow	slow
Top Class Food	0	14	0	0	0	6	1	0	0	0	0	16	0	1	1	0	0	0	1	0	9	0	11	1	0	0	6	0	0	21	3	19	0	5	1	0	0	1	10	1	3	1	0	0	0	0	0	0	0	0	2	3	0	0	0	1	2	19	4	13	0	6	0	1	3	0	0	4	0	8	15	0	0	0	2	0	8	0	1	1	0	1	0	0	0	2	15	0	0	0	0	1	2	0	8	0	0	0	7	0	0	8	8	8	0	0	1	2	0	0	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	7	0	0	0	5	2	0	0	2	0	4	15	1	0	0	3	0	1	4	0	0	0	1	0	1	0	1	0	5	5	4	7	10	0	0	2	1	0	0	0	6	3	0	1	4	4	0	0	0	9	0	0	0	0	2	4	0	0	0	8	0	0	6	0	0	8	2	3	0	0	0	2	0	12	8	1	0	0	0	0	0	1	0	2	2	0	0	0	0	3	0	1	0	0	3	0	0	0	4	0	1	0	1	4	0	0	0	0	0	6	0	0	0	1	3	0	0	16	0	6	0	1	2	0	0	0	0	1	0	2	2	0	2	5	0	1	0	2	1	0	1	2	0	4	1	0	0	0	0	0	0	0	0	2	1	3	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	7	0	0	0	0	0	0	0	6	2	2	2	0	9	3	5	1	0	0	0	0	2	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	4	3	0	0	8	0	0	0	0	0	2	8	0	0	0	2	0	0	0	0	0	0	0	0	6	15	0	0	1	0	2	4	0	0	0	0	0	1	0	0	0	0	1	9	0	4	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	4	0	1	0	1	0	1	0	2	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0
A Frugal Wench	3	0	1	1	0	0	1	9	5	2	3	0	2	1	0	2	2	3	1	1	0	1	1	2	2	0	1	3	4	0	3	2	4	1	0	1	0	1	0	0	4	1	1	2	0	1	5	1	2	0	0	3	3	2	0	0	0	0	0	0	1	0	1	0	0	1	1	3	2	1	0	0	1	1	2	3	1	1	1	0	2	2	5	1	0	1	0	2	13	0	0	2	0	4	1	3	1	0	1	1	1	1	3	1	2	0	0	2	0	1	2	1	1	0	0	0	0	3	0	1	1	4	1	8	2	0	1	2	1	3	0	1	1	1	0	3	2	1	1	3	0	0	1	2	1	1	1	0	1	8	1	0	0	3	1	1	0	4	1	0	0	1	1	0	1	1	0	0	0	0	0	2	0	1	0	0	2	1	0	3	0	1	0	0	0	0	0	1	0	1	0	1	0	1	4	1	4	0	0	0	1	1	0	5	1	1	1	0	3	1	0	2	0	0	0	2	0	0	2	0	1	2	2	2	0	2	2	1	1	1	0	0	2	0	2	0	0	1	1	0	2	2	1	1	0	0	5	1	0	2	0	1	3	1	1	0	2	1	0	1	1	2	2	1	3	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	2	0	0	0	1	0	0	1	0	0	0	3	0	1	2	1	0	4	0	2	2	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	1	0	1	2	0	0	0	0	1	0	1	2	0	0	1	1	1	1	0	0	0	0	0	2	1	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	1	1	6	0	1	1	0	0	1	0	0	1	0	1	0	2	1	0	1	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	6	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	2	3	0
Dining with a Dinergirl	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	3	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	4	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hide n' Go Seek	3	0	1	0	5	3	0	2	1	1	0	0	2	1	2	2	1	3	1	1	2	1	1	1	0	1	0	1	2	0	0	0	0	0	1	4	1	0	0	1	0	8	2	3	1	3	1	1	1	0	2	3	0	1	4	0	0	0	0	0	4	2	3	0	0	0	9	0	0	0	0	3	2	3	0	1	0	1	0	1	1	1	0	3	2	2	0	2	5	2	1	0	0	3	0	3	1	0	3	3	1	0	0	0	1	1	0	0	1	5	1	8	1	1	1	0	1	3	0	1	1	2	0	0	1	6	6	0	6	1	0	2	1	0	3	0	1	1	1	0	0	1	0	0	0	0	0	2	2	0	1	1	0	2	1	0	1	0	0	6	1	0	2	1	0	0	1	0	2	0	1	1	1	0	0	5	0	0	2	1	2	1	0	1	0	0	0	2	2	2	2	1	0	2	0	1	1	0	0	0	0	3	2	1	0	0	0	1	2	0	0	3	1	0	2	1	0	0	1	1	0	0	1	1	0	2	3	0	4	0	0	0	3	1	2	2	0	3	1	2	0	1	0	0	1	5	21	0	3	0	0	1	4	4	1	1	3	0	0	0	0	3	0	0	0	0	1	2	1	2	0	1	0	1	0	0	0	1	0	0	0	1	0	3	0	0	1	2	0	4	2	0	0	0	0	0	0	0	1	3	4	0	1	0	0	0	0	0	1	1	0	1	1	2	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	4	1	1	0	0	3	8	0	0	2	1	1	2	2	0	0	0	1	2	1	1	0	1	0	0	0	2	0	2	0	2	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	2	1	0	4	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	5	0	1	0	0	1	0	1	2	0	1	0	0	0	2	2	0	0	1	3	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
Trav	4	6	0	1	8	7	1	7	1	3	0	13	0	0	0	0	0	1	0	1	1	0	2	0	0	0	2	1	0	6	9	3	1	4	1	2	1	4	8	0	0	3	0	2	0	0	3	0	2	1	2	2	2	1	2	2	7	14	2	5	0	5	0	0	3	1	2	3	0	2	5	0	0	0	0	0	11	5	1	0	0	2	0	0	0	1	2	0	0	0	1	1	8	0	3	0	0	1	0	1	1	0	2	1	1	0	4	0	0	0	5	2	0	0	0	0	0	0	2	0	0	1	2	2	0	0	1	2	1	0	2	3	0	2	1	0	1	1	2	2	0	1	0	7	0	0	1	0	0	0	1	4	0	0	1	3	4	11	1	0	0	17	2	3	1	1	0	1	3	0	0	0	2	5	0	0	1	1	1	1	0	0	2	2	0	0	0	6	0	0	2	1	1	2	0	5	0	0	0	5	4	0	3	1	1	0	0	0	5	1	2	1	1	2	2	1	6	2	0	1	0	0	3	0	1	3	1	0	0	0	0	0	0	1	3	0	2	1	0	0	2	0	4	0	2	0	0	4	0	0	0	0	0	3	0	15	0	0	0	1	0	2	3	1	0	2	2	6	0	1	4	0	0	0	0	1	3	1	0	0	0	3	4	2	1	0	0	0	0	0	0	0	2	12	3	0	0	1	1	0	0	0	0	1	0	0	0	2	3	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	4	0	2	0	2	0	1	0	0	2	0	0	0	0	2	0	1	1	1	2	0	0	0	1	2	1	0	1	2	0	0	2	2	0	1	4	1	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	1	3	0	1	0	0	0	2	2	0	0	0	0	0	0	10	0	0	1	0	3	0	1	0	0	2	1	1	0	0	0	1	0	1	0	1	0	0	0	5	0	0	0	0	11	0	0	0	1	0	2	0	0	1	0	0	0	0	1	3	2	4	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	1	0	0	0	0	1	5	0	0	2	2	0	0	10	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0
sense-a(Ha!)-bility	0	4	0	0	3	1	1	1	0	0	0	9	0	0	0	1	1	6	0	1	1	1	0	0	0	0	3	2	0	8	0	1	0	7	0	0	0	4	4	0	4	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	2	2	4	0	0	0	0	5	0	0	0	0	2	2	1	0	0	3	0	3	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	11	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0	2	2	0	0	2	0	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	8	1	4	3	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	1	0	9	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	1	1	0	0	0	0	4	0	0	0	1	7	4	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	4	7	0	1	1	1	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	1	6	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	3	1	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Nicole & Garrett Barber	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Adventures of the Balas Clan	2	1	0	1	5	2	2	0	1	0	0	0	1	1	1	4	0	1	0	2	0	1	0	0	0	3	0	1	5	0	0	1	0	0	0	0	2	0	0	0	4	4	0	0	1	1	3	3	0	3	2	0	0	1	1	0	0	0	0	0	4	0	0	4	0	1	2	0	1	2	0	3	2	1	3	0	1	1	1	1	2	2	3	2	0	2	0	1	2	1	2	0	2	3	0	0	1	1	1	2	4	0	0	1	0	1	1	4	0	1	0	0	0	1	2	0	7	1	5	1	2	0	2	0	3	1	4	0	0	0	0	2	1	0	4	4	0	0	0	0	1	2	1	0	0	6	1	0	5	2	0	0	2	7	1	2	0	1	1	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	5	1	0	1	1	0	0	0	0	1	0	2	1	0	2	0	21	0	0	2	0	0	0	0	0	0	2	1	5	0	2	0	0	1	0	1	0	1	3	1	1	1	2	2	2	0	0	0	1	0	0	4	0	4	0	0	3	2	4	1	1	0	0	0	0	1	0	0	1	0	1	0	0	7	0	1	2	2	9	1	1	0	0	1	1	0	3	0	0	1	0	0	0	0	1	0	1	1	5	0	1	0	1	0	3	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	2	4	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	0	1	0	0	2	1	0	2	0	2	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	3	1	0	2	2	3	0	0	0	0	0	3	0	3	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	3	0	0	1	1	2	0	1	0	0	1	0	1	0	0	1	0	0	4	0	1	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	2	2	1	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	2	0	0	0	6	0	0	0	0	0	1	4	0	0	0	0	2	1	1	0	2	0	0	1	2	0	0	1	0	0	0	0	2	0	1	0	0	4	1	0	1	0	0	0
Budget Food Review	0	1	11	3	0	4	1	1	6	19	8	0	0	1	20	3	18	38	9	2	6	0	5	7	10	7	3	19	0	2	1	5	0	12	10	11	9	3	2	1	41	0	15	13	1	2	2	6	1	0	4	9	15	2	8	2	65	1	1	0	12	2	1	23	0	1	3	5	1	1	4	8	0	12	13	5	1	1	7	5	4	1	11	6	11	0	3	20	4	3	1	1	0	1	2	0	0	4	0	1	1	2	0	1	3	1	2	1	10	1	4	1	17	1	0	1	3	4	7	0	6	0	1	10	0	5	0	3	1	0	2	6	8	0	3	0	21	0	1	7	0	11	0	0	1	4	0	21	1	1	14	0	1	1	2	7	21	13	12	1	1	1	2	5	6	0	7	1	1	17	11	3	10	8	9	0	11	0	2	5	3	6	0	4	6	3	0	16	2	1	1	0	0	21	5	1	3	8	0	0	0	0	1	2	0	3	1	8	12	3	2	4	0	22	5	1	0	2	4	3	13	2	7	2	4	3	1	1	0	3	10	0	0	7	11	5	2	4	3	1	3	4	8	0	2	2	0	0	0	2	0	4	0	0	4	2	2	1	0	0	3	5	19	8	0	1	0	2	0	1	18	2	3	3	0	0	0	10	1	1	0	1	9	2	0	2	2	1	7	5	6	1	2	0	2	20	11	1	0	2	0	2	0	7	1	0	1	2	0	0	5	0	1	1	2	10	3	44	0	0	5	1	1	1	1	4	1	0	6	8	0	0	2	2	3	29	16	2	29	3	7	0	1	2	2	1	0	2	0	5	2	6	0	1	2	2	3	4	0	1	4	5	0	0	3	3	3	2	0	1	0	3	0	8	1	0	1	0	5	0	0	5	0	1	1	6	8	0	0	1	4	2	28	3	10	0	3	0	2	0	0	9	24	2	3	6	0	7	0	3	1	0	0	0	0	2	4	2	2	1	10	0	0	0	5	0	2	0	7	1	0	6	0	0	1	1	4	0	0	0	5	1	0	0	1	8	11	2	12	1	1	0	66	0	0	0	3	0	0	1	0	0	1	0	0	0	2	1	2	0	2	2	0	1	1	0	5	0	0	0	0	28	0	0	0	3	1	0	4	7	0	0	2	0	0	2	2	1	1	0
Maria Craddock Gets U Fit	1	46	0	0	1	0	1	1	0	0	3	7	0	1	0	1	1	0	0	0	8	0	10	0	0	3	6	1	0	15	2	7	2	8	2	0	1	3	2	1	9	0	0	4	0	0	0	1	0	0	1	0	2	2	2	0	8	11	6	6	0	1	1	1	2	3	0	1	1	5	24	1	0	0	0	2	3	0	15	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	8	1	0	0	0	2	0	0	0	3	2	3	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	1	2	0	2	0	0	0	6	10	0	0	0	0	0	2	7	0	0	0	13	1	1	0	0	0	0	3	9	1	0	0	1	1	0	2	0	0	1	0	0	0	5	0	0	0	1	4	2	0	0	0	0	0	0	0	0	10	0	1	1	1	1	6	2	1	1	1	0	0	0	2	5	0	0	3	0	0	2	0	1	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0	6	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	7	0	0	0	0	3	0	0	6	0	5	0	0	0	0	1	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	5	5	2	1	0	0	1	1	0	5	0	0	0	0	2	0	4	0	0	0	0	0	1	9	0	0	0	2	0	0	0	3	0	0	0	17	2	0	0	0	0	2	0	0	1	0	0	0	0	0	5	0	2	0	1	0	1	0	1	0	4	0	0	0	0	1	0	0	3	2	0	1	0	0	3	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	9	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	2	0	0	0	3	0	0	1	0	1	0	1	0	2	0	4	3	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	2	0	1
geeks.rate(food)	0	0	0	3	1	0	1	0	0	0	4	0	0	2	2	2	6	6	1	0	2	1	0	0	1	0	0	3	0	1	0	1	2	1	0	3	4	0	8	0	1	1	0	0	0	2	3	2	0	0	0	0	0	1	0	3	10	0	2	2	0	0	0	1	12	2	0	1	0	1	1	0	1	0	7	2	0	0	0	0	3	0	1	0	1	0	8	0	0	0	0	0	7	1	4	0	0	1	1	1	1	0	0	0	0	0	2	0	1	0	0	0	3	2	0	0	0	7	0	0	1	1	0	4	2	0	0	0	0	1	0	0	0	7	2	0	1	0	2	1	0	0	1	3	0	0	0	3	0	0	0	0	0	0	1	0	5	5	4	0	0	0	0	0	4	0	2	0	0	1	0	0	1	5	4	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	1	1	0	3	0	0	2	1	0	0	0	2	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	1	1	0	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	2	4	0	1	1	0	1	0	0	0	1	0	0	1	2	0	1	2	0	0	1	0	4	1	0	0	0	0	0	1	0	0	4	1	0	1	1	0	0	0	0	0	6	0	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3	0	0	0	0	5	0	0	0	0	0	1	2	1	0	1	0	0	3	0	1	0	1	0	0	0	0	1	1	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	2	1	3	0	0	0	6	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Desirable Recipes	0	11	0	0	0	1	0	0	0	0	0	15	2	0	0	1	0	0	0	3	0	1	14	0	0	0	4	0	2	7	0	14	1	6	1	0	0	0	8	0	11	0	0	0	0	1	0	1	0	0	3	0	1	1	1	2	5	3	11	8	0	4	0	0	0	0	0	0	1	9	9	0	0	1	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	19	0	1	0	0	0	2	17	5	21	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	9	0	0	4	0	0	0	5	0	0	0	0	1	0	6	0	0	0	0	0	0	1	2	0	1	0	0	0	6	0	0	0	2	0	0	0	0	0	0	2	2	3	15	0	1	1	0	2	0	0	3	1	0	0	5	0	2	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	50	0	2	0	0	0	0	0	0	1	0	0	0	1	0	9	1	0	0	4	0	0	0	4	3	1	0	0	0	4	0	4	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	13	0	0	11	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	2	0	3	0	0	0	0	0	0	0	1	0	1	0	1	0	4	1	7	0	0	0	0	5	0	0	0	0	0	0	4	5	5	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	3	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	4	2	1	6	2	1	6	3	0	0	0	0	0	2	4	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	4	0	14	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
